-2.100000000000000000e+01,1.425688013700219248e-01
-2.089999999999999858e+01,1.397061733991531440e-01
-2.080000000000000071e+01,1.459223527137152865e-01
-2.069999999999999929e+01,1.367778054864614568e-01
-2.060000000000000142e+01,1.461530085177906169e-01
-2.050000000000000000e+01,1.508762337487994099e-01
-2.039999999999999858e+01,1.486067292824169161e-01
-2.030000000000000071e+01,1.468121401894343925e-01
-2.019999999999999929e+01,1.590985861096747833e-01
-2.010000000000000142e+01,1.515377532240464176e-01
-2.000000000000000000e+01,1.515986809008971758e-01
-1.989999999999999858e+01,1.484165953418725148e-01
-1.980000000000000071e+01,1.463620954261189433e-01
-1.969999999999999929e+01,1.507339731303237174e-01
-1.960000000000000142e+01,1.477265570680955376e-01
-1.950000000000000000e+01,1.453973443036701840e-01
-1.939999999999999858e+01,1.517925944049030862e-01
-1.930000000000000071e+01,1.473674816372291807e-01
-1.919999999999999929e+01,1.567219991214179597e-01
-1.910000000000000142e+01,1.409171087680200496e-01
-1.900000000000000000e+01,1.415940119565443633e-01
-1.889999999999999858e+01,1.362479966048786850e-01
-1.880000000000000071e+01,1.450104754173769106e-01
-1.869999999999999929e+01,1.429158074153964175e-01
-1.860000000000000142e+01,1.362479011806030094e-01
-1.850000000000000000e+01,1.274554448741205548e-01
-1.839999999999999858e+01,1.333438556458949598e-01
-1.830000000000000071e+01,1.380894387033543003e-01
-1.819999999999999929e+01,1.415720545491843119e-01
-1.810000000000000142e+01,1.345695719218695241e-01
-1.800000000000000000e+01,1.272831638919514619e-01
-1.789999999999999858e+01,1.282594682899957650e-01
-1.780000000000000071e+01,1.185546216672765246e-01
-1.769999999999999929e+01,1.159553204278630234e-01
-1.760000000000000142e+01,1.074071160824949106e-01
-1.750000000000000000e+01,1.157284065881125368e-01
-1.739999999999999858e+01,1.097677515685173966e-01
-1.730000000000000071e+01,1.034374057042774242e-01
-1.719999999999999929e+01,1.018260619720913474e-01
-1.710000000000000142e+01,1.057612597704646190e-01
-1.700000000000000000e+01,1.002719978335442769e-01
-1.689999999999999858e+01,9.161438235177990497e-02
-1.680000000000000071e+01,1.073344959887798378e-01
-1.669999999999999929e+01,1.085081593731770655e-01
-1.660000000000000142e+01,9.497808929600530525e-02
-1.650000000000000000e+01,1.013837711427056087e-01
-1.639999999999999858e+01,1.096166359119228051e-01
-1.630000000000000071e+01,1.057133037894892602e-01
-1.619999999999999929e+01,9.932859372375137108e-02
-1.610000000000000142e+01,1.081441855414581044e-01
-1.600000000000000000e+01,1.079971439294703239e-01
-1.590000000000000036e+01,1.001219333169625914e-01
-1.580000000000000071e+01,1.069175872421818524e-01
-1.569999999999999929e+01,1.054432151643854843e-01
-1.559999999999999964e+01,1.062815626865337704e-01
-1.550000000000000000e+01,1.090575268792565444e-01
-1.540000000000000036e+01,1.137183235724210650e-01
-1.530000000000000071e+01,1.122495751995836455e-01
-1.519999999999999929e+01,1.176415131874546799e-01
-1.509999999999999964e+01,1.152275692520617900e-01
-1.500000000000000000e+01,1.010957740567788726e-01
-1.490000000000000036e+01,9.361544660831980225e-02
-1.480000000000000071e+01,9.482462435408325896e-02
-1.469999999999999929e+01,1.085193160168636262e-01
-1.459999999999999964e+01,1.145870495829840047e-01
-1.450000000000000000e+01,1.307594535225419519e-01
-1.440000000000000036e+01,1.350208238341013833e-01
-1.430000000000000071e+01,1.179346830417478120e-01
-1.419999999999999929e+01,1.096931660961619481e-01
-1.409999999999999964e+01,9.588047179770449457e-02
-1.400000000000000000e+01,9.112322867462981091e-02
-1.390000000000000036e+01,7.103663493923259575e-02
-1.380000000000000071e+01,6.703289868148878949e-02
-1.369999999999999929e+01,6.689057013608039337e-02
-1.359999999999999964e+01,6.443440074802264661e-02
-1.350000000000000000e+01,6.408251741836971938e-02
-1.340000000000000036e+01,6.843286401228090843e-02
-1.330000000000000071e+01,6.374299563371940702e-02
-1.319999999999999929e+01,6.624641154556457079e-02
-1.309999999999999964e+01,8.050772415299552176e-02
-1.300000000000000000e+01,7.033863899984957313e-02
-1.290000000000000036e+01,8.346486083786883170e-02
-1.280000000000000071e+01,7.987873653880821212e-02
-1.269999999999999929e+01,7.325810970111017173e-02
-1.259999999999999964e+01,8.119126140473451048e-02
-1.250000000000000000e+01,7.643762429541475778e-02
-1.240000000000000036e+01,7.422775613834298181e-02
-1.230000000000000071e+01,6.914142584138488479e-02
-1.219999999999999929e+01,6.930837243291262939e-02
-1.209999999999999964e+01,7.114120523177422384e-02
-1.200000000000000000e+01,7.148277539179592743e-02
-1.190000000000000036e+01,7.174598472246279668e-02
-1.180000000000000071e+01,7.571143753245164476e-02
-1.169999999999999929e+01,7.778275511911922346e-02
-1.159999999999999964e+01,7.094673818279643995e-02
-1.150000000000000000e+01,7.928571757942919074e-02
-1.140000000000000036e+01,7.705039947628866681e-02
-1.130000000000000071e+01,8.980471390053439140e-02
-1.119999999999999929e+01,8.065766148398056945e-02
-1.109999999999999964e+01,7.515212724515976661e-02
-1.100000000000000000e+01,7.415176861238194361e-02
-1.090000000000000036e+01,8.344302357428889927e-02
-1.080000000000000071e+01,8.168452633314333966e-02
-1.069999999999999929e+01,7.580635799103704886e-02
-1.059999999999999964e+01,7.230773585165857498e-02
-1.050000000000000000e+01,7.389695447150905483e-02
-1.040000000000000036e+01,7.105045464172005110e-02
-1.030000000000000071e+01,7.363367536059425844e-02
-1.019999999999999929e+01,7.573923086331142696e-02
-1.009999999999999964e+01,7.808339054757866549e-02
-1.000000000000000000e+01,7.767358463845672190e-02
-9.900000000000000355e+00,7.273316123961619251e-02
-9.800000000000000711e+00,8.170281604865343994e-02
-9.699999999999999289e+00,7.300776860562359361e-02
-9.599999999999999645e+00,8.318971939115271663e-02
-9.500000000000000000e+00,7.721326286112185910e-02
-9.400000000000000355e+00,8.536926563365218601e-02
-9.300000000000000711e+00,7.364998707032471836e-02
-9.199999999999999289e+00,8.516924744377128709e-02
-9.099999999999999645e+00,7.641766282594154858e-02
-9.000000000000000000e+00,8.053518015830732346e-02
-8.900000000000000355e+00,7.822448977186069463e-02
-8.800000000000000711e+00,7.891218932461865898e-02
-8.699999999999999289e+00,6.947803494632864840e-02
-8.599999999999999645e+00,7.426731630722835376e-02
-8.500000000000000000e+00,6.899697760760258036e-02
-8.400000000000000355e+00,7.875218879106134218e-02
-8.300000000000000711e+00,7.778187459225008316e-02
-8.199999999999999289e+00,7.918375181248646366e-02
-8.099999999999999645e+00,7.633289219179302532e-02
-8.000000000000000000e+00,7.796151388523246684e-02
-7.900000000000000355e+00,7.328890266858480163e-02
-7.799999999999999822e+00,7.404773842897117986e-02
-7.700000000000000178e+00,8.217589555758633701e-02
-7.599999999999999645e+00,8.333411636745052808e-02
-7.500000000000000000e+00,7.914790909824846732e-02
-7.400000000000000355e+00,7.724727437597651847e-02
-7.299999999999999822e+00,7.007962209378321150e-02
-7.200000000000000178e+00,8.157768679733708173e-02
-7.099999999999999645e+00,7.864101503634639279e-02
-7.000000000000000000e+00,7.841648841243574475e-02
-6.900000000000000355e+00,7.071335661629393754e-02
-6.799999999999999822e+00,7.428264776224155486e-02
-6.700000000000000178e+00,7.658163673263931881e-02
-6.599999999999999645e+00,7.732640009506763779e-02
-6.500000000000000000e+00,8.263885401009532505e-02
-6.400000000000000355e+00,7.856824814030746729e-02
-6.299999999999999822e+00,7.941691499636566176e-02
-6.200000000000000178e+00,6.753735521312645429e-02
-6.099999999999999645e+00,7.434865784212407736e-02
-6.000000000000000000e+00,8.222670238224791261e-02
-5.900000000000000355e+00,8.053484686232845191e-02
-5.799999999999999822e+00,7.982282560749780209e-02
-5.700000000000000178e+00,7.651439302258231101e-02
-5.599999999999999645e+00,6.921945689575864646e-02
-5.500000000000000000e+00,6.920973898062840468e-02
-5.400000000000000355e+00,7.334516361441796584e-02
-5.299999999999999822e+00,7.237641872752802186e-02
-5.200000000000000178e+00,6.585756243180111713e-02
-5.099999999999999645e+00,7.353939579464377485e-02
-5.000000000000000000e+00,6.994094801751100932e-02
-4.900000000000000355e+00,6.590292917687792795e-02
-4.799999999999999822e+00,6.771428796492126589e-02
-4.700000000000000178e+00,7.323201779512028553e-02
-4.599999999999999645e+00,6.925140431528797880e-02
-4.500000000000000000e+00,7.119677079796925268e-02
-4.400000000000000355e+00,6.279626170101745841e-02
-4.299999999999999822e+00,6.452442774016620142e-02
-4.200000000000000178e+00,7.460421737694415689e-02
-4.099999999999999645e+00,6.245029299092264008e-02
-4.000000000000000000e+00,6.945031551223840305e-02
-3.899999999999999911e+00,6.424114153125853877e-02
-3.799999999999999822e+00,7.147324421196514510e-02
-3.700000000000000178e+00,6.470496055187935358e-02
-3.600000000000000089e+00,6.811522550023275946e-02
-3.500000000000000000e+00,6.468921390450818598e-02
-3.399999999999999911e+00,6.413154469406148750e-02
-3.299999999999999822e+00,7.099162246346270300e-02
-3.200000000000000178e+00,6.734037070541433467e-02
-3.100000000000000089e+00,6.192947625048328408e-02
-3.000000000000000000e+00,6.756800182318713210e-02
-2.899999999999999911e+00,6.832990062958124722e-02
-2.799999999999999822e+00,6.410784427639701355e-02
-2.700000000000000178e+00,6.333867512392274413e-02
-2.600000000000000089e+00,6.354734565752614972e-02
-2.500000000000000000e+00,5.975872815928924553e-02
-2.399999999999999911e+00,5.803559381625981312e-02
-2.299999999999999822e+00,6.432565502138395952e-02
-2.200000000000000178e+00,6.407455209449364197e-02
-2.100000000000000089e+00,5.633491489202017283e-02
-2.000000000000000000e+00,5.856747295243051182e-02
-1.899999999999999911e+00,6.191226577028593331e-02
-1.800000000000000044e+00,6.412905572766688933e-02
-1.699999999999999956e+00,6.710148287744618911e-02
-1.600000000000000089e+00,6.099089017516782368e-02
-1.500000000000000000e+00,5.981743123261239192e-02
-1.399999999999999911e+00,5.768980329647834665e-02
-1.300000000000000044e+00,5.843861562555212330e-02
-1.199999999999999956e+00,5.976261415059188481e-02
-1.100000000000000089e+00,5.890448919663424793e-02
-1.000000000000000000e+00,6.424699863334179528e-02
-9.000000000000000222e-01,6.460181247400455240e-02
-8.000000000000000444e-01,5.610690528874556771e-02
-6.999999999999999556e-01,6.158863326528596360e-02
-5.999999999999999778e-01,5.518005046022082805e-02
-5.000000000000000000e-01,5.846782714618668081e-02
-4.000000000000000222e-01,5.014107191329923718e-02
-2.999999999999999889e-01,4.948102710930550596e-02
-2.000000000000000111e-01,5.325288117184151515e-02
-1.000000000000000056e-01,4.453766601805569242e-02
